votes,user_id,name,average_stars,review_count,type,useful_votes,funny_votes,cool_votes
"{'funny': 0, 'useful': 3, 'cool': 0}",OWUjJ0kYoxQrpHCGdl67VQ,Timothy,4.0,5,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",L-7rI4cDwNIVJFc4vUJbMw,Qian,5.0,1,user,0,0,0
"{'funny': 85, 'useful': 253, 'cool': 109}",VaLnud_522kGn5qvaN8fCA,Rita,3.29,419,user,253,85,109
"{'funny': 5, 'useful': 33, 'cool': 23}",9zSmDJW3NvE0FoQ0k-CPXA,enmi,4.5,26,user,33,5,23
"{'funny': 0, 'useful': 2, 'cool': 0}",wGsul_9JRGvLBvLD_lKKng,Hailey,1.0,1,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 1}",eG_NGmTDDUgUmiMSenzeeg,Debbie,1.5,3,user,1,0,1
"{'funny': 0, 'useful': 2, 'cool': 0}",JPJDHHyWkOdqvH04LVXWDg,Jason,4.5,3,user,2,0,0
"{'funny': 3, 'useful': 9, 'cool': 4}",xv87nN3KfS3KsR44CPiAUg,Katherine,3.9,10,user,9,3,4
"{'funny': 0, 'useful': 9, 'cool': 2}",8dtXGt5w3rJT2YSs0vilvA,Emily,3.93,16,user,9,0,2
"{'funny': 2, 'useful': 3, 'cool': 0}",1oR3-73q1Ywg9SqdI_uSFA,Jessica,3.25,4,user,3,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",tox_0Je2ps92vCucOGOZMQ,Pablo,3.0,1,user,0,0,0
"{'funny': 0, 'useful': 5, 'cool': 0}",rSxu4DcvWcilImgpcS8Tzw,Tammy,4.33,3,user,5,0,0
"{'funny': 9, 'useful': 17, 'cool': 4}",-494b8jvjlI07v9HheHhrw,Matt,3.67,18,user,17,9,4
"{'funny': 0, 'useful': 3, 'cool': 0}",xVttlGDeymPUAj-th6CCQw,Don,2.0,2,user,3,0,0
"{'funny': 1, 'useful': 4, 'cool': 3}",Mo6Y-zgAQOF2xGOSJDNYTg,Steven,4.25,8,user,4,1,3
"{'funny': 2, 'useful': 5, 'cool': 1}",522VUC6Fjuj6JAPo5tHSCw,Alan,4.5,2,user,5,2,1
"{'funny': 23, 'useful': 39, 'cool': 12}",GgUZ324etNyusv993M-S8Q,Ayumi,2.8,15,user,39,23,12
"{'funny': 0, 'useful': 1, 'cool': 0}",JKwo0pYnqGsEWcTHvzhCjA,Betsy,3.0,2,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",f_SMM248LRx7TLkkiwRQcw,Lisa,3.5,2,user,0,0,0
"{'funny': 0, 'useful': 8, 'cool': 0}",UqxQ7UY7InWeXuftPPF5bw,Veronica,3.25,4,user,8,0,0
"{'funny': 1, 'useful': 4, 'cool': 1}",DtrCcsdxQPK12FWHqtDRcQ,Benjamin,5.0,6,user,4,1,1
"{'funny': 83, 'useful': 263, 'cool': 114}",2vVqrI3o2pGrpLXecbkQCw,Melodi,4.0,266,user,263,83,114
"{'funny': 0, 'useful': 1, 'cool': 0}",z_yN_rLzK8WEfuhzU99KFg,Jason,3.5,2,user,1,0,0
"{'funny': 1, 'useful': 3, 'cool': 2}",ex4CPYSMcAAzl4CdcI90Tg,Carolyn,3.33,3,user,3,1,2
"{'funny': 0, 'useful': 3, 'cool': 0}",kyzNPey3686I9NJcLef4_Q,Barb,3.0,7,user,3,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",nJ5Mx9TjsuQKqi_4DJ8rOA,Emma,2.25,4,user,1,0,0
"{'funny': 44, 'useful': 139, 'cool': 58}",r481s2lVtDXAn0zPgtRHyA,Erika,4.08,131,user,139,44,58
"{'funny': 2, 'useful': 7, 'cool': 3}",IHxdu1cWplmBejl6k_1o8g,Carol,4.8,5,user,7,2,3
"{'funny': 1, 'useful': 23, 'cool': 0}",5a8GWOYq-CCuJB3qdR00Ew,Chris,3.57,14,user,23,1,0
"{'funny': 1, 'useful': 8, 'cool': 1}",FW5o1j_WytQAT6vGgs7tvg,Ben,4.22,13,user,8,1,1
"{'funny': 66, 'useful': 69, 'cool': 44}",Ntxl5G4Cr1Fo-y8e84YUug,Treacy,4.47,36,user,69,66,44
"{'funny': 0, 'useful': 0, 'cool': 0}",rqllMS-3RogOKA1_UnpEcg,Ruby,5.0,8,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",aAVAj-enm36K7O3kfM7L3w,n,4.17,6,user,2,0,0
"{'funny': 0, 'useful': 5, 'cool': 0}",NREQ1KTtqPitq9CzN0KdpA,Emily,4.17,6,user,5,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",Q-HOtwa75Szc8JZG6F8EfQ,Debbie,1.0,1,user,1,0,0
"{'funny': 76, 'useful': 108, 'cool': 66}",n8w9HsGVK1aBZnUW8pskMg,Malachi,4.02,134,user,108,76,66
"{'funny': 2, 'useful': 6, 'cool': 7}",8-p96P3GiFCe0fmVKtAoOA,Lou,4.33,3,user,6,2,7
"{'funny': 0, 'useful': 0, 'cool': 0}",ZKuYj_a095OLksGtfw8TXg,Heather,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",7g0ZYnnNGMRFppb_0bENDA,Michele,3.75,4,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",0wbS1b2Fwurs_jjxbfJE4g,Sabrina,5.0,1,user,1,0,0
"{'funny': 3, 'useful': 19, 'cool': 0}",iyuR3t3Dre8qJS9CPFEp6Q,Jeremiah,3.29,18,user,19,3,0
"{'funny': 3, 'useful': 5, 'cool': 3}",5c-kJ8aR4OD88y8k1eQuhw,Kirsten,3.5,16,user,5,3,3
"{'funny': 0, 'useful': 1, 'cool': 0}",cuyATo9A9FT613bbasco7w,Kathy,4.5,3,user,1,0,0
"{'funny': 19, 'useful': 130, 'cool': 72}",UgQ8vm8aZb6Laqpdiz7PWw,Evan,4.08,119,user,130,19,72
"{'funny': 12, 'useful': 52, 'cool': 21}",jj3PPijWxKVDehOcoBierw,Thomas,3.91,99,user,52,12,21
"{'funny': 23, 'useful': 119, 'cool': 44}",2ziJA4_AnTCAPIXzkq10nA,Joe,4.03,88,user,119,23,44
"{'funny': 0, 'useful': 1, 'cool': 1}",_87ULwGqhTssgXV8U7J6qg,Julio,4.0,1,user,1,0,1
"{'funny': 1, 'useful': 0, 'cool': 0}",JcV3CxPoc1eNJQqNQm8hnw,Leamington,3.6,10,user,0,1,0
"{'funny': 2267, 'useful': 2851, 'cool': 2457}",MWt24-6bfv_OHLKhwMQ0Tw,AMber,4.05,322,user,2851,2267,2457
"{'funny': 0, 'useful': 1, 'cool': 0}",k3xYkBTGMmMdDzGN_AbZ0w,J,4.0,2,user,1,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",CoEwCza18n2LmznJm6ntlw,Dan,4.0,1,user,1,0,0
"{'funny': 12, 'useful': 14, 'cool': 6}",0KofrPLc9qCNlRWWxZ3tOg,Tim,3.5,20,user,14,12,6
"{'funny': 0, 'useful': 3, 'cool': 1}",tKQL7KlWDpa-MvhwxxeVTg,Stephanie,3.67,3,user,3,0,1
"{'funny': 0, 'useful': 0, 'cool': 0}",woflupRGLnuQnKuGDTYj8Q,Michelle,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",am5rvg0zEadPAzER8J4XcQ,Kelsey,4.8,6,user,2,0,1
"{'funny': 0, 'useful': 1, 'cool': 0}",qlWr_0KGt628Ph6YhmVEfA,Maggie,5.0,3,user,1,0,0
"{'funny': 18, 'useful': 166, 'cool': 105}",5RcTRr4GmKcYpjB9_6-Rqw,Melissa,3.73,263,user,166,18,105
"{'funny': 1, 'useful': 8, 'cool': 0}",VxyQpDw6TlITtnYspVOPvg,Barbara,4.33,6,user,8,1,0
"{'funny': 2, 'useful': 5, 'cool': 1}",EaJ8ucQTJAsLhBKw2ChX3w,Dave,3.8,5,user,5,2,1
"{'funny': 6, 'useful': 16, 'cool': 7}",uZ-vivMs1ShNceIqsfhBPw,Holly,3.3,20,user,16,6,7
"{'funny': 34, 'useful': 45, 'cool': 16}",LEkg_ML0nbZSgGXfgwj2YQ,Ali,3.57,35,user,45,34,16
"{'funny': 49, 'useful': 148, 'cool': 110}",W6bTJfE_pTcOfdiiZ2IE-A,Tim,3.64,174,user,148,49,110
"{'funny': 0, 'useful': 1, 'cool': 1}",uOmXZBOQEKqB0DzShfuntQ,Shelley,4.5,10,user,1,0,1
"{'funny': 22, 'useful': 130, 'cool': 36}",fzRA7OmiSo5PoKuUaHK8oA,Chris,3.61,56,user,130,22,36
"{'funny': 131, 'useful': 197, 'cool': 98}",SntjekOZ1a2PoTPyMnYWTw,Brenner,4.02,90,user,197,131,98
"{'funny': 5, 'useful': 5, 'cool': 0}",uuSmO4dwC-24AdoxT6bDXA,Jacob,3.33,6,user,5,5,0
"{'funny': 57, 'useful': 200, 'cool': 52}",BuHLITNSojuC8DrMjFpBuQ,Kursten,3.91,144,user,200,57,52
"{'funny': 0, 'useful': 3, 'cool': 1}",_Ebs69dhGNpbGpPsUySc0w,leila,3.67,3,user,3,0,1
"{'funny': 85, 'useful': 229, 'cool': 104}",4FOq7pAYsilcs0neniq2xg,Josh,3.68,198,user,229,85,104
"{'funny': 2, 'useful': 5, 'cool': 0}",FN8F9pNKMIwCjwxLulVF_A,Michelle,3.0,2,user,5,2,0
"{'funny': 0, 'useful': 3, 'cool': 1}",Z_5zK5_L5733BAVgvirV5g,Tricia,5.0,2,user,3,0,1
"{'funny': 2, 'useful': 3, 'cool': 0}",ZTF84I4I5x4TBpdoWwLEmg,Jeff,3.5,2,user,3,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",oNsko3Im2d4_wn6bH5Rw0A,David,5.0,2,user,0,0,0
"{'funny': 9, 'useful': 15, 'cool': 7}",WP9cYufXjiHHwRgWcqUfMA,Rosy,3.65,24,user,15,9,7
"{'funny': 2, 'useful': 1, 'cool': 1}",VHzS5aTGupoEQAhrWfu7RQ,Sevan,4.0,5,user,1,2,1
"{'funny': 0, 'useful': 8, 'cool': 2}",s1p2KzN19-LrGKVbo6AM3g,Jay,4.56,9,user,8,0,2
"{'funny': 0, 'useful': 2, 'cool': 0}",CWNtVvvMMC1sMb0ZN4bFWQ,Karen,5.0,5,user,2,0,0
"{'funny': 397, 'useful': 638, 'cool': 429}",UGwYLrnqtE4bcFRfTmASPw,kat,3.72,273,user,638,397,429
"{'funny': 0, 'useful': 0, 'cool': 0}",c1f4jL_HqUtM_BACtF1Wgw,B,1.0,2,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",-w9Fw954wVd8CTyHWyxgXg,Michael,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",iGyRh_cEmES430a232y4Wg,Just,1.25,5,user,3,0,0
"{'funny': 4, 'useful': 11, 'cool': 2}",ioTLeBk0Kw7H95g-rtzXrQ,Barbara,2.13,15,user,11,4,2
"{'funny': 0, 'useful': 1, 'cool': 0}",J7i0vruZjgRRZAFTFH_SQg,Milt,2.6,5,user,1,0,0
"{'funny': 9, 'useful': 14, 'cool': 7}",QfUFcqF1YFOC0gkJr_DHAA,John,3.6,20,user,14,9,7
"{'funny': 23, 'useful': 39, 'cool': 23}",l2H78dDGuItEcr_nImlzbw,K,3.46,87,user,39,23,23
"{'funny': 14, 'useful': 34, 'cool': 8}",utvgWVQlAgxaOuc8SRhGtQ,Jen,3.62,21,user,34,14,8
"{'funny': 19, 'useful': 52, 'cool': 20}",OqifsremTSbPISQv5tjQgA,Shelley,3.45,38,user,52,19,20
"{'funny': 3, 'useful': 7, 'cool': 5}",ZmtC2ZuvM2oBcvURRPElqw,David,3.5,2,user,7,3,5
"{'funny': 1, 'useful': 4, 'cool': 1}",tJwx4dc9MpCXARQOj7d07Q,Alexis,4.4,5,user,4,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",QbfmEwEgMlJwS8XGbcsQCA,John,1.0,2,user,0,0,0
"{'funny': 2, 'useful': 0, 'cool': 0}",GmhPUXd4URh5ZV3O5EPf3g,Joshua,5.0,1,user,0,2,0
"{'funny': 1, 'useful': 2, 'cool': 1}",5Dg4nTKuQ3o21af1bkxEPA,Gary,4.5,8,user,2,1,1
"{'funny': 0, 'useful': 1, 'cool': 0}",HAPV_KD-vs7my0sHebXvDQ,Kim,3.5,2,user,1,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",4Xa-W9qpVy0PZTJc3h3-kA,Natasha,1.0,1,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 1}",ZYkqpX2lAYomr13wSLpNag,Audrey,4.33,7,user,1,0,1
"{'funny': 0, 'useful': 4, 'cool': 0}",86kdUtK7PyLcEbXrmw-Bdg,Laura,3.0,4,user,4,0,0
"{'funny': 15, 'useful': 37, 'cool': 19}",vLi60zqzc675Q5c24ooOUw,Gregory,3.65,46,user,37,15,19
"{'funny': 0, 'useful': 3, 'cool': 1}",sHm-7z3G1khyznqSCHhDYw,Laura,5.0,1,user,3,0,1
"{'funny': 1, 'useful': 3, 'cool': 1}",cAb_OfqXHtl4EMUJO5i7LA,Benjamin,3.6,5,user,3,1,1
"{'funny': 4, 'useful': 16, 'cool': 2}",roqJZ47TCjgMoe43exJX4Q,Michael,4.03,34,user,16,4,2
"{'funny': 0, 'useful': 5, 'cool': 3}",NVEtbagIwQA-VjzbJZLWQw,George,3.6,5,user,5,0,3
"{'funny': 2, 'useful': 3, 'cool': 3}",7UwxQghvif0x_v8B27cgoA,hugh,3.92,25,user,3,2,3
"{'funny': 5, 'useful': 14, 'cool': 1}",qryQ8WAyqFq4oQ8KbtpuSQ,jennifer,3.0,23,user,14,5,1
"{'funny': 1, 'useful': 6, 'cool': 1}",OIXBsqhqhVcw8myDb-xjsg,Erin,5.0,6,user,6,1,1
"{'funny': 6, 'useful': 9, 'cool': 1}",3eCop79M0i2HoZGh010Nvg,Dru,4.37,27,user,9,6,1
"{'funny': 4, 'useful': 20, 'cool': 3}",2lrOsqY9lzimAguz0RvqQg,David,3.67,24,user,20,4,3
"{'funny': 0, 'useful': 7, 'cool': 2}",wjcwKo8aJvwi2q9_sem4ng,A V,3.43,7,user,7,0,2
"{'funny': 4, 'useful': 20, 'cool': 4}",lQqm3BzVp9itrfgbLKJk0w,Erik,3.42,19,user,20,4,4
"{'funny': 42, 'useful': 112, 'cool': 50}",aaXv9udLUCDnyMWh1hA2Ow,Joy,3.99,113,user,112,42,50
"{'funny': 0, 'useful': 4, 'cool': 1}",0vJG6lPDdyDweBpfxN1L5A,David,4.25,14,user,4,0,1
"{'funny': 1, 'useful': 4, 'cool': 0}",2HjoyyLYgRtxC2RYb6wOkA,Micky,3.86,7,user,4,1,0
"{'funny': 0, 'useful': 1, 'cool': 1}",yv4f3M2UIuRXpIJrjakW6g,Megan,3.6,6,user,1,0,1
"{'funny': 31, 'useful': 57, 'cool': 35}",yJihBbisa05Yz6FUQtzE1w,Julie,3.07,46,user,57,31,35
"{'funny': 0, 'useful': 1, 'cool': 0}",qw8-PsanVUAjjpiVnlP0cg,Annie,1.5,3,user,1,0,0
"{'funny': 7, 'useful': 156, 'cool': 28}",xWA6SWMqih3YgRLltb-WCw,Carrie,3.29,95,user,156,7,28
"{'funny': 2, 'useful': 15, 'cool': 5}",IGqe2z4-N1Ibh0C3oyGrHQ,Kevin,4.12,8,user,15,2,5
"{'funny': 16, 'useful': 45, 'cool': 21}",SXAaQxq374YDFD5-6lnaeg,Scott,3.5,14,user,45,16,21
"{'funny': 3, 'useful': 20, 'cool': 4}",LpTmmmaq8mIYIapAirEaSw,Jen,4.14,21,user,20,3,4
"{'funny': 0, 'useful': 1, 'cool': 0}",YKzz5vnpTYe8ynTRnuIcTw,David,4.0,4,user,1,0,0
"{'funny': 2, 'useful': 1, 'cool': 0}",26trb1c2QC2BvKabE4_3hA,Max N Wynnee,2.0,2,user,1,2,0
"{'funny': 0, 'useful': 2, 'cool': 0}",tIaricUPd7pJe82Q4Oz1CQ,Deborah,3.67,3,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",xrJ9HH4oXFx_zostKkGQhA,Marc,5.0,2,user,1,0,0
"{'funny': 2, 'useful': 11, 'cool': 1}",KlFHGN1f7my7HLvFl2qQDQ,Amanda,3.67,3,user,11,2,1
"{'funny': 1, 'useful': 5, 'cool': 1}",7YPy_LNNn63O15R-RK2lwA,Howard,5.0,5,user,5,1,1
"{'funny': 2, 'useful': 14, 'cool': 6}",iO5zZNYhiG8IodSETOnsyA,Vanessa,3.88,8,user,14,2,6
"{'funny': 36, 'useful': 132, 'cool': 27}",llk4I-dDCD4kVnF0ZVDLqQ,Brent,3.56,66,user,132,36,27
"{'funny': 0, 'useful': 0, 'cool': 0}",mKYQf_MxTZNPMMj2olKmZA,Alicia,3.33,3,user,0,0,0
"{'funny': 2, 'useful': 21, 'cool': 13}",yTSxdmCD6MtpYEKLPzJGKw,Rona,4.18,22,user,21,2,13
"{'funny': 3, 'useful': 16, 'cool': 3}",atxzTS_SmQiaYpAPdf_mTA,Julie,4.0,12,user,16,3,3
"{'funny': 4, 'useful': 35, 'cool': 13}",g-lJlj7TNdfoNqtk3r3Ikg,Brent,4.59,34,user,35,4,13
"{'funny': 21, 'useful': 90, 'cool': 17}",8z2mKSqTW-4pLobAUNvrsQ,Crystal,3.47,78,user,90,21,17
"{'funny': 0, 'useful': 7, 'cool': 0}",U0HvxP5HqhBNzbn-RKjaVg,Mitchell,3.33,7,user,7,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",fQP_YFFcPjjt8ROORr-sYA,DaCoda,5.0,1,user,0,0,0
"{'funny': 21, 'useful': 30, 'cool': 19}",jg8zYGjmfaBGw2bKgj0STw,Simon,4.06,48,user,30,21,19
"{'funny': 36, 'useful': 132, 'cool': 33}",KLekdmo4FdNnP0huUhzZNw,Debbie,3.91,158,user,132,36,33
"{'funny': 1, 'useful': 3, 'cool': 1}",xqRF7B-8DRzeyGwKcxYNew,David,4.25,4,user,3,1,1
"{'funny': 0, 'useful': 2, 'cool': 0}",3fztu-FJvzOPmd9ZRm7vQg,Jen,5.0,3,user,2,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",4dA4aeJa7kFjZT3dQwosMw,Leslie,5.0,2,user,2,0,1
"{'funny': 18, 'useful': 37, 'cool': 8}",J-D7Pj0UTq_M9LIdy8ZA1g,Massive,3.0,25,user,37,18,8
"{'funny': 148, 'useful': 239, 'cool': 158}",CkIcwmemysBATZaaSvVvAA,Mihir,3.8,70,user,239,148,158
"{'funny': 4, 'useful': 10, 'cool': 3}",BrONhIA5hzsSnb8Ruk1j3A,G,4.44,9,user,10,4,3
"{'funny': 15, 'useful': 90, 'cool': 20}",89BrjhKMvd1S1ME_-rWdnw,David,3.88,175,user,90,15,20
"{'funny': 0, 'useful': 2, 'cool': 2}",QlyYyQ-QRrdbHapvj3_PsA,Chris,3.8,5,user,2,0,2
"{'funny': 0, 'useful': 1, 'cool': 1}",3Iu_kGk6J23FsgPeKXt7SQ,Giovanni,4.5,6,user,1,0,1
"{'funny': 0, 'useful': 3, 'cool': 0}",DVQWI4S3UVE-6hKsSELazg,Chris,4.0,8,user,3,0,0
"{'funny': 4, 'useful': 18, 'cool': 4}",j57HR3gaS5X1DrfalZ3W-g,Lola,3.88,8,user,18,4,4
"{'funny': 21, 'useful': 40, 'cool': 22}",mkzns5ihlVBpwZP3ABNmuQ,Sir William,4.08,13,user,40,21,22
"{'funny': 0, 'useful': 2, 'cool': 1}",i6UqNCQwPuhCJM67jUyvhg,Dudley,4.33,3,user,2,0,1
"{'funny': 0, 'useful': 4, 'cool': 0}",QZrkKAim11STnNe2qLTZlA,Jason,4.0,2,user,4,0,0
"{'funny': 250, 'useful': 734, 'cool': 620}",-88wExFtc-abvLzu57VsFw,David,3.53,512,user,734,250,620
"{'funny': 9, 'useful': 15, 'cool': 4}",z8Mi9n14nNc1fU9Y9yz7Gw,Jaime,3.43,42,user,15,9,4
"{'funny': 35, 'useful': 142, 'cool': 44}",6czQe3BUYJy2svdFs78DBw,J,3.86,76,user,142,35,44
"{'funny': 9, 'useful': 32, 'cool': 18}",WGTEuxi9I5LBLjdUB7Pk_Q,Chris,4.4,25,user,32,9,18
"{'funny': 8, 'useful': 16, 'cool': 4}",7BRGgpi7KznjWAFU0v_3PA,Gary,3.75,4,user,16,8,4
"{'funny': 2, 'useful': 6, 'cool': 2}",9hT4uQ0evN19GBNEK9KcFQ,Jose,4.25,8,user,6,2,2
"{'funny': 3, 'useful': 4, 'cool': 2}",Mt4BoLPvpww4gIcxPm3BqA,James,2.75,4,user,4,3,2
"{'funny': 4, 'useful': 19, 'cool': 14}",t1yaeT8NRLZtNGfAMu8hWQ,Tony,4.07,14,user,19,4,14
"{'funny': 19, 'useful': 61, 'cool': 23}",3ppZ7lv-KnUBpO_73pdXTA,Tai,3.42,124,user,61,19,23
"{'funny': 0, 'useful': 0, 'cool': 0}",rRMj923rxgl_yCyQ41ZPZA,The harsh critic,2.33,5,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",WNBXOonVCi-GO709ZjT6kA,Ross,2.0,2,user,2,0,1
"{'funny': 1, 'useful': 1, 'cool': 0}",xGMHBVBsnJEdfVoTxjFL0Q,Neil,4.0,4,user,1,1,0
"{'funny': 2, 'useful': 7, 'cool': 2}",uthuz-H1WQgKzN_xt-4RIA,N,3.5,10,user,7,2,2
"{'funny': 8, 'useful': 20, 'cool': 9}",fH1vGTr23h6Z8ZLWqRYpEg,Kristi,3.09,11,user,20,8,9
"{'funny': 3, 'useful': 18, 'cool': 11}",d19_YEGjzLfG5IAxmf4G7A,Thomas,3.84,19,user,18,3,11
"{'funny': 6, 'useful': 23, 'cool': 5}",2jeoZ_I55xu59s_bpvP8Pg,Kev,3.9,84,user,23,6,5
"{'funny': 2, 'useful': 11, 'cool': 6}",2g0ME-MMc_xYNYGbrePMBw,Cee,4.0,8,user,11,2,6
"{'funny': 5, 'useful': 2, 'cool': 2}",P52IGh3-H3n0V7VA7sN_zA,Jimi,5.0,3,user,2,5,2
"{'funny': 1, 'useful': 1, 'cool': 0}",XvWLq99JG5FKl8yjy6WO6g,Nancy,3.67,6,user,1,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",PjfsHa6uXswUAQxLSPniug,Patty,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",pu2N7TwRbDQKlM8Caewghg,Kyle,4.5,2,user,0,0,0
"{'funny': 165, 'useful': 267, 'cool': 152}",OrVtmaML9UI99bsYrV6IQg,Chardá,3.89,196,user,267,165,152
"{'funny': 0, 'useful': 6, 'cool': 1}",cy8AenOdrxpkaBAjznBRHg,Heather,2.5,3,user,6,0,1
"{'funny': 6, 'useful': 19, 'cool': 7}",dlSyUTieDjoIOYzGM0vtBg,Jim,4.0,22,user,19,6,7
"{'funny': 0, 'useful': 0, 'cool': 0}",Nlb6dCqqlxW_8tkXBDjP-g,Melissa,4.0,1,user,0,0,0
"{'funny': 37, 'useful': 129, 'cool': 36}",KWxZAKaxYVohGfI02B5h2g,Diana,3.9,199,user,129,37,36
"{'funny': 0, 'useful': 11, 'cool': 1}",8b6wCqCx9x3Ma6FI_QrwGw,Richard,4.67,5,user,11,0,1
"{'funny': 8, 'useful': 13, 'cool': 2}",elVKwKqblMu7lvY12hAbyg,Davis,3.14,37,user,13,8,2
"{'funny': 535, 'useful': 684, 'cool': 590}",4c8G7Qux_e4E6yCN46FHxg,dan,4.1,404,user,684,535,590
"{'funny': 0, 'useful': 0, 'cool': 0}",Unn6anPhGUYenbv2kVp06A,Nick,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 4, 'cool': 0}",qIQYGNpfRtmzj73C8z3jQg,Joseph,4.71,7,user,4,0,0
"{'funny': 12, 'useful': 38, 'cool': 10}",RdJs8gjHwdltqIaB7OJTwg,Jennifer,3.39,41,user,38,12,10
"{'funny': 3, 'useful': 17, 'cool': 7}",edy9zILE5uaa0B6HXEekLw,Mark,3.47,17,user,17,3,7
"{'funny': 1, 'useful': 0, 'cool': 0}",SqkS6_v3r3jDuERbqNEOHg,heather,5.0,1,user,0,1,0
"{'funny': 0, 'useful': 2, 'cool': 2}",hj6xiPr0IOj5ckcGG4bnIw,Chris,3.14,7,user,2,0,2
"{'funny': 71, 'useful': 171, 'cool': 59}",baPgGoTxeR35ooubPRlR5g,Puja,3.57,243,user,171,71,59
"{'funny': 0, 'useful': 11, 'cool': 1}",92xuq-_hI6w9gBvmx1bfeA,Shana,4.0,10,user,11,0,1
"{'funny': 0, 'useful': 1, 'cool': 0}",l9UQ1K_wWbQBDMq7wQ35CQ,Aaron,3.0,2,user,1,0,0
"{'funny': 1, 'useful': 4, 'cool': 2}",Po0jFsNCX40-SgJzx8gNZg,Josh,5.0,7,user,4,1,2
"{'funny': 0, 'useful': 1, 'cool': 0}",tFYWEuLIV3JmA5oByK1WOA,Devin,5.0,1,user,1,0,0
"{'funny': 14, 'useful': 88, 'cool': 33}",zG7NW5vCKJZRcBR95qEuMw,Amanda,3.68,69,user,88,14,33
"{'funny': 7, 'useful': 33, 'cool': 4}",OoyMyBD0a-QmEJrFzw78Fw,Lawrence,3.75,21,user,33,7,4
"{'funny': 3, 'useful': 7, 'cool': 3}",oHQxykjcaWSDvG8WsXt0hA,Katie,3.78,9,user,7,3,3
"{'funny': 22, 'useful': 105, 'cool': 18}",g5KKeR1V_5sejmom9S70fg,Little,3.86,112,user,105,22,18
"{'funny': 9, 'useful': 25, 'cool': 9}",JBPlLDwtFXtjhheL2nkZaw,Jeremy,3.31,54,user,25,9,9
"{'funny': 0, 'useful': 1, 'cool': 1}",diU_BERcmtA9XHgGzRPJSw,Christian,3.78,11,user,1,0,1
"{'funny': 0, 'useful': 1, 'cool': 0}",12TKHARn_-SHmrljiZMTow,Linda,5.0,2,user,1,0,0
"{'funny': 17, 'useful': 32, 'cool': 14}",BexqMBJU4xgXy5DQPdsjiA,Stacey,3.6,10,user,32,17,14
"{'funny': 1, 'useful': 3, 'cool': 3}",9Dks5wGHKa8fHXQaZ9Xh5Q,Scott,4.0,2,user,3,1,3
"{'funny': 29, 'useful': 74, 'cool': 25}",n60zIKd_3aa8VGXn-TSOmQ,Michelle,3.52,128,user,74,29,25
"{'funny': 0, 'useful': 2, 'cool': 0}",4ZwCQwZplLM0nyoNgMhp0Q,Diamond,5.0,1,user,2,0,0
"{'funny': 5, 'useful': 39, 'cool': 9}",r1jeWJCyZ9xLr-ECuMnQPw,Todd,3.84,38,user,39,5,9
"{'funny': 2, 'useful': 4, 'cool': 3}",l99VRuE74s0DX7b6xdphPA,ashwin,5.0,1,user,4,2,3
"{'funny': 1, 'useful': 4, 'cool': 3}",BzsUOXhZ_i-fjigkudOLcw,Michele,4.2,5,user,4,1,3
"{'funny': 4, 'useful': 4, 'cool': 4}",0rYd6isg_7cgXqx1SKRsvA,dick,5.0,1,user,4,4,4
"{'funny': 1, 'useful': 3, 'cool': 1}",2556-s0LzF0IIW_NVd2gdA,g,3.5,2,user,3,1,1
"{'funny': 0, 'useful': 2, 'cool': 0}",zONnmd0PPX4maguoyRMe8w,Paul,4.0,2,user,2,0,0
"{'funny': 1, 'useful': 10, 'cool': 6}",MdnxEjulE8ajZx1iZcJnTg,Miles,4.56,9,user,10,1,6
"{'funny': 3, 'useful': 12, 'cool': 2}",zGpjRDlDAbcRnG5IbwtI-Q,Roto,2.67,9,user,12,3,2
"{'funny': 0, 'useful': 2, 'cool': 1}",rwMElKCGMXJmzzHSUxVOZQ,Jennifer,4.0,2,user,2,0,1
"{'funny': 5, 'useful': 34, 'cool': 6}",bcvhLHYRdcjo0MHmQnM7ZQ,courtney,3.16,19,user,34,5,6
